age,workclass,education,marital,relationship,race,gender,salary
52, Self-emp-inc, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
20, Private, Some-college, Never-married, Own-child, White, Male,<=50K
28, Private, Some-college, Never-married, Not-in-family, White, Female,<=50K
50, State-gov, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
34, Private, Assoc-voc, Divorced, Not-in-family, White, Female,<=50K
28, Private, 7th-8th, Married-civ-spouse, Husband, Other, Male,<=50K
41, Private, Masters, Married-civ-spouse, Husband, White, Male,>50K
28, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
28, ?, Some-college, Married-civ-spouse, Wife, White, Female,>50K
32, Private, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
41, Local-gov, Some-college, Divorced, Not-in-family, Black, Female,<=50K
24, Private, HS-grad, Never-married, Unmarried, Black, Female,<=50K
33, Private, Some-college, Divorced, Unmarried, White, Female,<=50K
46, Private, Doctorate, Married-civ-spouse, Husband, White, Male,>50K
31, State-gov, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
35, Private, 12th, Divorced, Not-in-family, White, Male,>50K
52, Private, 1st-4th, Married-civ-spouse, Husband, White, Male,<=50K
30, Private, 11th, Never-married, Own-child, White, Female,<=50K
34, Local-gov, 11th, Separated, Not-in-family, Black, Male,<=50K
34, State-gov, HS-grad, Divorced, Unmarried, White, Female,<=50K
20, Private, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
17, Private, 11th, Never-married, Own-child, White, Male,<=50K
32, State-gov, Bachelors, Married-civ-spouse, Wife, White, Female,>50K
29, Private, HS-grad, Divorced, Not-in-family, White, Male,<=50K
33, Private, 10th, Never-married, Unmarried, White, Female,<=50K
25, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
36, Federal-gov, Masters, Never-married, Not-in-family, White, Male,<=50K
23, Private, HS-grad, Never-married, Not-in-family, White, Male,<=50K
63, Self-emp-inc, HS-grad, Married-civ-spouse, Husband, White, Male,>50K
47, Local-gov, Masters, Married-civ-spouse, Husband, White, Male,<=50K
80, ?, HS-grad, Widowed, Not-in-family, White, Male,<=50K
17, ?, 11th, Never-married, Own-child, White, Male,<=50K
40, Self-emp-not-inc, Bachelors, Married-spouse-absent, Not-in-family, White, Female,<=50K
30, Private, Assoc-acdm, Married-civ-spouse, Wife, White, Female,>50K
27, Private, Some-college, Never-married, Own-child, Asian-Pac-Islander, Male,<=50K
33, Private, Masters, Married-civ-spouse, Husband, White, Male,>50K
34, Local-gov, HS-grad, Never-married, Not-in-family, Black, Male,<=50K
34, Local-gov, Some-college, Never-married, Not-in-family, White, Female,<=50K
23, Private, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
42, Local-gov, Some-college, Married-civ-spouse, Wife, White, Female,<=50K
29, Private, Bachelors, Never-married, Not-in-family, White, Male,<=50K
45, Private, HS-grad, Divorced, Not-in-family, White, Female,<=50K
24, Federal-gov, HS-grad, Never-married, Own-child, White, Male,<=50K
44, Private, Some-college, Married-civ-spouse, Husband, White, Male,>50K
27, Private, 9th, Never-married, Other-relative, White, Male,<=50K
20, Private, Some-college, Never-married, Not-in-family, White, Male,<=50K
44, Private, HS-grad, Widowed, Unmarried, Black, Female,<=50K
51, Private, HS-grad, Married-civ-spouse, Husband, Amer-Indian-Eskimo, Male,<=50K
20, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
17, ?, 11th, Never-married, Own-child, White, Female,<=50K
19, Private, HS-grad, Never-married, Own-child, Black, Female,<=50K
45, Self-emp-inc, Some-college, Married-civ-spouse, Husband, White, Male,>50K
60, Private, HS-grad, Married-civ-spouse, Husband, White, Male,>50K
42, Private, Assoc-acdm, Married-civ-spouse, Husband, Black, Male,>50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Wife, White, Female,>50K
40, Private, Assoc-voc, Married-civ-spouse, Husband, Asian-Pac-Islander, Male,>50K
30, Private, HS-grad, Married-civ-spouse, Wife, White, Female,<=50K
38, Private, Some-college, Married-civ-spouse, Husband, Black, Male,<=50K
23, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
32, ?, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
44, Private, Assoc-acdm, Never-married, Own-child, White, Male,<=50K
54, Local-gov, HS-grad, Married-civ-spouse, Husband, Black, Male,<=50K
32, Private, Bachelors, Married-civ-spouse, Husband, White, Male,<=50K
50, Private, 1st-4th, Married-spouse-absent, Unmarried, White, Male,<=50K
24, Private, Bachelors, Never-married, Not-in-family, White, Female,<=50K
37, Private, HS-grad, Married-civ-spouse, Wife, White, Female,<=50K
52, Private, HS-grad, Divorced, Unmarried, White, Male,<=50K
38, Private, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
49, Private, Masters, Married-civ-spouse, Husband, White, Male,>50K
30, Private, Bachelors, Married-civ-spouse, Wife, White, Female,>50K
60, Private, Some-college, Never-married, Unmarried, White, Male,>50K
22, ?, Some-college, Never-married, Own-child, White, Male,<=50K
35, Private, HS-grad, Never-married, Not-in-family, White, Male,<=50K
30, Private, HS-grad, Never-married, Not-in-family, White, Male,<=50K
67, Private, Assoc-voc, Divorced, Not-in-family, White, Female,<=50K
46, Private, Bachelors, Never-married, Not-in-family, White, Female,<=50K
17, Private, 9th, Never-married, Not-in-family, White, Male,<=50K
22, Private, Some-college, Never-married, Own-child, White, Male,<=50K
27, Private, 10th, Never-married, Not-in-family, White, Male,<=50K
23, Private, HS-grad, Never-married, Unmarried, White, Female,<=50K
33, Private, Assoc-acdm, Married-civ-spouse, Husband, White, Male,<=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
28, State-gov, Bachelors, Never-married, Not-in-family, White, Male,<=50K
41, Private, HS-grad, Married-spouse-absent, Unmarried, White, Female,<=50K
52, ?, 12th, Never-married, Other-relative, Black, Male,<=50K
25, Private, Some-college, Married-spouse-absent, Own-child, Black, Female,<=50K
63, ?, 1st-4th, Married-civ-spouse, Husband, White, Male,<=50K
59, Local-gov, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
45, Local-gov, Bachelors, Divorced, Unmarried, White, Female,<=50K
38, Private, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
40, Private, HS-grad, Never-married, Not-in-family, White, Female,<=50K
46, Federal-gov, HS-grad, Divorced, Not-in-family, White, Male,<=50K
35, Private, Assoc-acdm, Never-married, Not-in-family, White, Female,<=50K
34, Private, HS-grad, Divorced, Unmarried, White, Female,<=50K
33, Private, Bachelors, Never-married, Own-child, White, Male,<=50K
41, Private, HS-grad, Divorced, Unmarried, White, Female,<=50K
20, Private, Some-college, Never-married, Own-child, White, Male,<=50K
23, Private, 5th-6th, Never-married, Own-child, White, Male,<=50K
26, Private, Some-college, Never-married, Not-in-family, White, Female,<=50K
72, ?, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
23, Local-gov, HS-grad, Never-married, Not-in-family, White, Male,<=50K
62, Local-gov, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
52, Private, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
58, Private, Some-college, Divorced, Unmarried, White, Female,<=50K
25, Private, Bachelors, Never-married, Not-in-family, White, Female,<=50K
24, Private, Bachelors, Never-married, Not-in-family, Black, Male,<=50K
19, Private, Some-college, Never-married, Own-child, White, Male,<=50K
43, Private, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
47, Local-gov, HS-grad, Separated, Unmarried, Black, Female,<=50K
39, Private, HS-grad, Divorced, Unmarried, White, Female,<=50K
49, Private, Assoc-voc, Married-spouse-absent, Unmarried, White, Male,<=50K
53, ?, 5th-6th, Widowed, Unmarried, Black, Female,<=50K
32, Private, Assoc-voc, Never-married, Not-in-family, White, Male,<=50K
34, Private, Some-college, Married-civ-spouse, Husband, White, Male,>50K
28, Private, HS-grad, Divorced, Not-in-family, White, Male,<=50K
57, ?, Assoc-voc, Widowed, Unmarried, White, Female,<=50K
25, Private, Some-college, Never-married, Not-in-family, Amer-Indian-Eskimo, Female,<=50K
20, ?, Some-college, Never-married, Own-child, White, Male,<=50K
21, ?, Some-college, Never-married, Unmarried, White, Female,<=50K
34, Private, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
50, Private, HS-grad, Married-civ-spouse, Husband, White, Male,>50K
24, Local-gov, Some-college, Divorced, Not-in-family, Black, Male,<=50K
37, Local-gov, Some-college, Married-civ-spouse, Husband, White, Male,>50K
44, Private, Some-college, Divorced, Unmarried, White, Male,>50K
28, Private, Some-college, Married-civ-spouse, Wife, White, Female,<=50K
42, Private, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
74, Private, Some-college, Divorced, Not-in-family, White, Female,<=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Husband, White, Male,<=50K
44, Private, 11th, Divorced, Unmarried, Other, Female,<=50K
26, Private, HS-grad, Never-married, Not-in-family, White, Male,<=50K
36, Private, HS-grad, Married-civ-spouse, Husband, Black, Male,<=50K
41, Private, Assoc-acdm, Married-civ-spouse, Wife, White, Female,>50K
67, Private, Prof-school, Married-civ-spouse, Husband, White, Male,>50K
39, Local-gov, 12th, Married-civ-spouse, Husband, White, Male,<=50K
57, Private, 1st-4th, Widowed, Not-in-family, Black, Female,<=50K
29, Private, Assoc-voc, Separated, Not-in-family, White, Male,<=50K
31, Self-emp-inc, Bachelors, Never-married, Not-in-family, White, Female,<=50K
34, ?, HS-grad, Never-married, Unmarried, Black, Female,<=50K
44, Private, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
29, Private, Doctorate, Never-married, Own-child, White, Male,<=50K
30, Private, Some-college, Never-married, Unmarried, White, Female,<=50K
27, Private, HS-grad, Never-married, Not-in-family, White, Male,<=50K
27, Private, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
32, Private, HS-grad, Never-married, Not-in-family, White, Female,<=50K
58, Private, 10th, Married-civ-spouse, Wife, White, Female,<=50K
35, Local-gov, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
21, Private, HS-grad, Never-married, Own-child, White, Male,<=50K
28, Private, Some-college, Never-married, Unmarried, White, Male,<=50K
46, Self-emp-not-inc, Some-college, Divorced, Not-in-family, White, Male,<=50K
36, Self-emp-not-inc, HS-grad, Separated, Unmarried, White, Female,<=50K
72, Private, 11th, Widowed, Unmarried, White, Female,<=50K
35, Private, HS-grad, Married-civ-spouse, Wife, Black, Female,<=50K
33, Federal-gov, Assoc-voc, Divorced, Unmarried, Black, Female,>50K
69, Private, 11th, Never-married, Not-in-family, White, Female,<=50K
35, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
31, Private, HS-grad, Separated, Unmarried, White, Female,<=50K
34, Private, HS-grad, Married-civ-spouse, Wife, White, Female,<=50K
30, Private, 11th, Married-civ-spouse, Husband, White, Male,<=50K
28, Private, Bachelors, Never-married, Not-in-family, White, Male,<=50K
54, Private, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
47, Private, Some-college, Married-civ-spouse, Husband, White, Male,>50K
24, Private, HS-grad, Never-married, Unmarried, Black, Female,<=50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
20, Private, HS-grad, Never-married, Own-child, Amer-Indian-Eskimo, Male,<=50K
43, Self-emp-inc, Masters, Married-civ-spouse, Husband, White, Male,<=50K
45, Private, 7th-8th, Separated, Unmarried, White, Female,<=50K
29, Self-emp-not-inc, HS-grad, Separated, Not-in-family, White, Male,<=50K
47, Private, Masters, Divorced, Unmarried, White, Male,<=50K
24, Private, HS-grad, Never-married, Own-child, White, Male,<=50K
51, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
17, Private, 11th, Never-married, Own-child, White, Male,<=50K
37, Private, Assoc-voc, Married-civ-spouse, Husband, White, Male,>50K
27, Private, Doctorate, Never-married, Not-in-family, White, Female,<=50K
29, Private, Bachelors, Married-civ-spouse, Wife, White, Male,>50K
18, ?, 12th, Never-married, Own-child, White, Male,<=50K
36, Self-emp-not-inc, Assoc-acdm, Divorced, Unmarried, White, Female,<=50K
58, Local-gov, Bachelors, Never-married, Not-in-family, White, Female,<=50K
26, Self-emp-not-inc, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
65, ?, Some-college, Married-civ-spouse, Husband, White, Male,>50K
57, Private, HS-grad, Married-civ-spouse, Husband, White, Male,>50K
59, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
27, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
31, Self-emp-not-inc, Bachelors, Never-married, Not-in-family, White, Male,<=50K
21, Private, Some-college, Never-married, Own-child, White, Female,<=50K
29, Private, Some-college, Never-married, Not-in-family, White, Male,<=50K
18, Private, 11th, Never-married, Own-child, White, Male,<=50K
52, Private, 10th, Married-civ-spouse, Husband, White, Male,>50K
57, Self-emp-inc, Bachelors, Divorced, Not-in-family, White, Male,<=50K
42, ?, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
55, ?, HS-grad, Married-civ-spouse, Wife, Asian-Pac-Islander, Female,<=50K
60, Private, 7th-8th, Never-married, Not-in-family, White, Male,>50K
31, Private, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
23, Private, Bachelors, Never-married, Own-child, White, Female,<=50K
27, Private, HS-grad, Never-married, Own-child, White, Male,<=50K
23, ?, Some-college, Never-married, Unmarried, Amer-Indian-Eskimo, Female,<=50K
42, Self-emp-not-inc, Prof-school, Married-civ-spouse, Husband, White, Male,>50K
25, Private, Some-college, Never-married, Not-in-family, White, Male,<=50K
49, Private, Bachelors, Never-married, Not-in-family, White, Female,<=50K
32, Private, Bachelors, Never-married, Not-in-family, White, Male,<=50K
19, Private, Some-college, Never-married, Own-child, White, Male,<=50K
60, Private, 7th-8th, Divorced, Not-in-family, White, Female,<=50K
42, Local-gov, 9th, Married-civ-spouse, Husband, White, Male,<=50K
35, Self-emp-not-inc, Assoc-acdm, Never-married, Not-in-family, White, Male,<=50K
48, Private, HS-grad, Never-married, Unmarried, Black, Female,<=50K
51, Private, Masters, Married-civ-spouse, Husband, White, Male,>50K
29, Private, HS-grad, Never-married, Not-in-family, Amer-Indian-Eskimo, Male,<=50K
36, Local-gov, HS-grad, Separated, Not-in-family, Black, Male,<=50K
17, Private, 10th, Never-married, Own-child, White, Female,<=50K
52, Private, Masters, Divorced, Not-in-family, White, Female,<=50K
24, Private, HS-grad, Never-married, Not-in-family, White, Male,<=50K
24, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
26, Local-gov, Bachelors, Never-married, Own-child, White, Male,<=50K
27, Private, Bachelors, Never-married, Own-child, White, Female,<=50K
39, Private, HS-grad, Never-married, Own-child, White, Male,<=50K
30, Private, HS-grad, Married-civ-spouse, Husband, Black, Male,<=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
52, Self-emp-inc, Bachelors, Married-civ-spouse, Husband, White, Male,<=50K
46, Private, Prof-school, Married-civ-spouse, Husband, White, Male,>50K
23, Private, Bachelors, Never-married, Own-child, White, Female,<=50K
45, Private, 11th, Widowed, Not-in-family, Black, Female,<=50K
65, Private, 9th, Widowed, Unmarried, Black, Female,<=50K
29, Private, Assoc-voc, Married-civ-spouse, Husband, White, Male,<=50K
47, Private, 9th, Married-spouse-absent, Unmarried, White, Male,<=50K
30, Private, HS-grad, Never-married, Own-child, Black, Male,<=50K
